conceptId,arabicSynset,englishSynset,gloss,example,dataSourceId
46477,جِلْفٌ | مُتَعَذِّرٌ | مُشاكِسٌ | مُتْعِبٌ | عَسِيرٌ | سَمْجٌ | فَظٌّ | غَليظٌ | عَنيدٌ | عَتا1 | سَمِجٌ | خَشِنٌ | جَافٌّ | ثَقيلٌ | ظِالِمٌ | حادٌّ | عَنِيفٌ | عَزِيزٌ | شَرِسٌ | صَارِمٌ1 | صَعُبَ | صَعُبَ على | شَدِيدٌ | عاصِفٌ | وَعْرٌ | شُمُوسٌ | شَكِسٌ | مُتَمَرِّدٌ | طَاغِيَةٌ,NULL,ساءَ خُلُقُه وعَسُرَ في مُعاملته,يجب الحذر عند التعامل مع شخصٍ _,43
46478,تَضاءَلَ | نَزَلَ | نَزَلَ ب | نَزَلَ على | نَزَلَ في | تَقَهْقَرَ | هَبَطَ | هَبَطَ إلى | هَبَطَ في | هَبَطَ من | وَطُؤَ | اِنْحَدَرَ | اِنْحَدَرَ من | حَطَّ | حَطَّ ب | حَطَّ من | اِنْحَطَّ | اِنْحَطَّ إلى | اِنْحَطَّ ل | تَقَهْقُرٌ | تَدَهْوَرَ | اِنْخَفَضَ | تَرَاجُعٌ,NULL,عاد للوراء أو للسابق,_ت أسعار الأسهم في السوق العربية بشكل ملحوظ,43
46479,مُدْرِكٌ | حَذِقٌ | مُتَوَقِّدٌ | مَاهِرٌ | رَشِيدٌ | فَاهِمٌ | فَطِنَ | فَطِنَ إلى | فَطِنَ ب | فَطِنَ ل | فَطِينٌ | فارِهٌ | عَبْقَريٌّ | ظَريفٌ | صَوَابٌ | صَائِبٌ | رَصِينٌ | حاذِقٌ | ثَاقِبٌ | بَارِعٌ | نَكِرٌ | سَدِيْدٌ | نَابِهٌ | نَبيهٌ | كَيِّسٌ | بَصِيرٌ | مُلْهَمٌ | حَكِيمٌ | صَارِمٌ1 | ذَكِيٌّ | مُرْشِدٌ | فَهِمٌ | أََرِيبٌ | حَصِيفٌ | نَجِيبٌ | مُدَبِّرٌ | مُهْتَدٍ | لَوْذَعِيٌّ | لَبِقٌ | لَبِيبٌ | عاقِلٌ | فَهِيْمٌ,NULL,صفة من كان سليم التفكير والفعل,كان محمدٌ _ ومحبوب لدى أصدقائه,43
46480,أُمْثُولَةٌ | مُقْتَرَحٌ | هُدَىً | هِدَايَةٌ | مَثَلٌ | نَصِيحَةٌ | دَرْسٌ | حِكْمَةٌ | حَصَافَةٌ | مَوْعِظَةٌ | عِظَةٌ | عِبْرَةٌ | إِرْشادٌ | نُصْحٌ,NULL,النُصح والإرشاد لل للدعوة إلى العمل الصالح الصَّالحة,ألقى الإمام _ خلال خطبة الجمعة,43
46481,مُرْتَعِبٌ | مُرْتَاعٌ | خِيفَان | ذُعِرَ | هَلِعٌ | خائِفٌ | مَرْعُوبٌ | فَرِقٌ,NULL,حالة انفعالٌ في النفس مصحوب بتسارع ضربات القلب وسرعة التنفس يَحدُثُ لتوقُّع أو الشعور بمكروه ما,بَقِيَ فِي مَخْبَئِهِ _اً,43
46482,مُدَلَّهٌ | مَكْرُوبٌ | مَغْمُومٌ | مُغِمٌّ | مُغْتَمٌّ | كَامِدٌ | مُكْتَئِبٌ | مَهْمُومٌ | سَاهِمٌ | سَاهِمَةٌ | مُضْطَرِبٌ | كَمِدٌ | كاسِفٌ | شَجِيٌّ | حَزينٌ | كَئِيبٌ | تَرِحٌ | عَمِيدٌ | شَاجِنٌ,NULL,حالة من انعدام السعادة وتبدو على صاحبها علامات التأزم النفسي ويؤثر ذلك على تصرفاته,كانَ سعيدٌ _اً لرسوبه في امتحان الثانوية العامّة,43
46484,مَوْلَىً | ثَمَرَةٌ | خَلَفٌ | وَلَدٌ | طِفْلٌ | عاقِبةٌ | اِبْنٌ1 | وَريثٌ | نَسْلٌ | نَجْلٌ | سَلِيْلٌ,NULL,ذرية الرجل,كان محمدُّ _ أبيه المفضَّل بين إخوته,43
46485,مُقَرَّبٌ | مَحْبُوبٌ | مُحِبٌّ | حِبٌّ | عَطُوفٌ | صَفِيٌّ | صَفِيَّةٌ | وَدودٌ | حَمِيمٌ | قَرِيبٌ | عَزِيزٌ | صَدِيقٌ | أَثِيرٌ | نَسِيبٌ | خَلِيلٌ,NULL,شخص تبادله المشاعر وتفضله على غيره من الناس لقربه من القلب,لكل واحد منا _ يشاركه أسراره وأفراحه وأتراحه,43
46486,مَرَسَ | مَرَثَ | فَرَكَ | دَعَكَ | دَلَّكَ | حَكَّ | مَسَدَ | مَعَكَ | عَرَكَ,NULL,لامس شيئان مع بعضهما ذهابا وإيابا بشكل متكرر,في حصة العلوم قام إيهاب ف_ مسطرة بلاستيكية بقطعة صوف فتولدت عليها شحنة كهربائية,43
46487,عَاكَسَ | ناوَشَ | نَاوَأَ | ناهَضَ | سَاجَلَ | ثارَ | ثارَ على | تَضَادَّ | ضَادَّ | جَادَلَ | غَامَرَ | غَامَرَ ب | خَاصَمَ | خَاطَبَ | بَاحَثَ | بَاغَضَ | شَاجَرَ | شَاحَنَ | شَاغَبَ | شَاقَّ | شاكَسَ | نابَذَ | نَاجَزَ | نازَعَ | نَازَلَ | ناصَبَ | نَاضَلَ عن | نَاضَلَ من | نافَحَ | نافَحَ عن | نَاقَرَ | نَاقَضَ | اِسْتَنْكَرَ | قَادَحَ | قارَعَ | قَاوَلَ | مَاحَكَ | تَمَرَّدَ على | حَاوَرَ | مَارَى | ماقَتَ | مَانَعَ | عَادَى | تَعارَكَ | عَارَكَ | عَصَى | عَانَدَ | خَالَفَ | خَالَفَ عن | جَاهَدَ | جَاهَدَ في | عَارَضَ | عَارَضَ في | ناقَشَ | ناقَشَ في | قاتَلَ | نافَسَ | نافَسَ في | قَاوَمَ | صَارَعَ | تَعارَضَ | حارَبَ | رَفَضَ | وَاقَعَ | غَالَبَ | حاجَّ | كالَمَ | كافَحَ | كافَحَ ب | كابَرَ | كابَرَ على | كابَرَ في | ناظَرَ | حَادَثَ,NULL,اعترض وأظهر عدم رضاه على شيء ما بشدة وعنف مستقبحاً إياه,_ الشعب رئيسهم بسبب ظلمه لهم,43
46488,صَالَ على | غَلَبَ | غَلَبَ على | أَغَارَ | أَغَارَ على | سَحَقَ | سَطا | سَطا ب | سَطا على | اِنْتَصَرَ | اِنْتَصَرَ على | اِنْتَصَرَ من | اِقْتَحَمَ | قَهَرَ | هَجَمَ | هَجَمَ على | هَزَمَ | دَحَرَ | هَاجَمَ | تَغَلَّبَ على | غزَا | فَتَحَ | فَتَحَ على | اِجْتاحَ | اِكْتَسَحَ | دَاهَمَ,NULL,غار على الشيء فحاز عليه كله,_ المواطنون قطعان المستوطنين الذين هجموا على بلدتهم,43
46490,لَيْنٌ | مَرِنٌ | لَدْنٌ | غَضيرٌ | لِيْنٌ | لَيِّنٌ | لَمِيسٌ | نَاعِمٌ | طَيِّبٌ | سَلِسٌ | سَمْحٌ | سَهْلٌ1 | رَخْوٌ | رُخْوٌ | رِخْوٌ | أَمْلَدُ | رَطْبٌ | رَخْصٌ | دَمِثٌ | طَرِيٌّ | هَشٌّ,NULL,صفة مادية لموجود مادي سهل الملمس,قابلت مدير الشركة التي سأعلم فيها فكان _ في مقابلته,43
46491,رَادِعٌ | مُبَشِّرٌ | مَانِعٌ | زَاجِرٌ | نَاهٍ | النَّاهِي | وَاعِظٌ | وازِعٌ | دَاعِيَةٌ,NULL,شخص يقوم بنصح الناس وإرشادهم ليسيروا على طرق الحق والدين وترك الكفر,كان أحمد _اً لأصدقائه حتى أصبح جميع أصدقائه يصلون كل صلواتهم في المسجد,43
46492,تَرَاوُحٌ | تَرَجَّحَ | تَرَجَّحَ ب | اِرْتَجَحَ | تَمَايُلٌ | تَرَنَّحَ | رَجَّحَ | تَمَايَلَ | تَمَايَلَ في | تَرَجُّحٌ,NULL,اهتزّ ذهابا وإياباً حول نقطة أو مرجع واحد,لم اكن اعلم ان عقرب الساعة كان تالفاً الا حين سمعت صوته وكان قد _ محدثا صوت قرقشه غريبة في الساعة,43
46493,اِسْتَأْصَلَ | اِسْتَلَّ | سَلَّ | اِسْتَخْرَجَ | شَدَّ2 | شَدَّ2 على | اِنْتَزَعَ | اِنْتَضَى | نَضَا | اِقْتَلَعَ | شَهَرَ2 | اِمْتَشَقَ | نَزَعَ1 | نَزَعَ إلى1 | جَرَّدَ,NULL,سَحَبَو انْتَزَعَ شيء فَخْرَجَهُ بِرِفْقٍ من شيء آخر (من مكانه),عندما رأى أبو بكر الخطر يشتد على صاحبه رسول الله _ سيفه وأخذ يدافع عنه حتى نهاية المعركة,43
46494,وَهَجٌ | حَرارَةٌ | قَيْظٌ | هَجِيرٌ | صَيْهَدٌ | حَرٌّ | رَمْضَاءُ | فَيْحٌ | هَاجِرَةٌ,NULL,طاقة كبيرة تعطي شعور بالدفء وتدل على الحر الشديد وهي عكس البرودة,لا يستطيع احد احتمال الصحراء لشدة _ها,43
46495,مَقْعَدَةٌ | اسْتٌ | مُؤَخِّرَةٌ | رِدْفٌ | شَرْجٌ | شَرَجٌ | دُبْرٌ | دُبُرٌ,NULL,الجزء الخلفي الأسفل من جسم الإنسان وهي عجزه.,من أسلم الطرق لتربية الطفل إذا احتاج ضرباً فهو الضرب على _ه,43
46496,مُسْتَطَابٌ | لَذيذٌ | مُسْتَحَبٌّ | طَيِّبٌ | شَهِيٌّ,NULL,صفة ما كان طعمه ومذاقه على اللسان والنفس جميلا مستحباً يجعل النفس ترغبه,كان المذاق الايطالي في الطعام _,43
46497,مُصَنَّفٌ | مَتْنٌ | مُجَلَّدٌ | مُصْحَفٌ | كِتَابٌ | سِفْرٌ | صَحِيفَةٌ,NULL,مجموعة من الأوراق مجموعة مع بعضها البعض فيها في الغالب ترميز خطي وقد تكون صورا وتكون بين مغلفين تدور حول موضوع واحد أو عدة مواضيع.,من أعظم ما قد يخلفه المرء في حياته _ يقرأه الناس ويستفيدون منه,43
46498,مُسْتَسَاغٌ | نَاجِعٌ | سَلْسَالٌ | سَلْسَبِيلٌ | مَرِيءٌ1 | عَذْبٌ | سَائِغٌ2 | قَرَاحٌ | هَنيءٌ | زُلَالٌ | سَلِسٌ | سَهْلٌ1 | فُرَاتٌ,NULL,العذب سهل النزول في الحلق جميل الطعم يُؤكل أو يُشرب من غير مشقة,أعدّ الله لعباده المتقين طعاما _ في جنات النعيم,43
46499,إِهْلاَكٌ | هَلاَكٌ | تَهْدِيمٌ | تَحْطِيمٌ | إِفْسَادٌ | إِعْطَابٌ | اِسْتِئْصَالٌ | إِتْلافٌ | إِضْعَافٌ | تَشْوِيهٌ | تَشَوَّهَ | تَحْرِيفٌ | هَدْمٌ | تَكْسِيرٌ | تَلَفٌ | ضَرَرٌ | اِسْتِهْلَاكٌ | تَدْمِيرٌ | إِبادةٌ | تَبْديدٌ | دَمَارٌ | تَخْرِيبٌ | إِفْنَاءٌ | خَرَابٌ,NULL,حدوث إتلاف للشيء وعدم بقائه صحيحاً وسليماً كما كان,قام الاحتلال بِ_ بعض البيوت الفلسطينيّة,43
46500,مُبَاشَرَةٌ | تَوَّاً | فَوْرٌ | إِثْرٌ | حَالٌ,NULL,وصف لطريقة معينة من الإرادة لحدوث شيء ما الآن في الوقت القائم دون إبطاء أو تأخير,عاد إلى بيته _ عند انتهاء المباراة,43
46501,تَسْيِيبٌ | إِعْتَاقٌ | إِخْرَاجٌ | تَسْرِيحٌ | تَحَرُّرٌ | إِطْلَاقٌ | إِفْرَاجٌ | تَسَيُّبٌ | قَذْفٌ | إَقالةٌ | صَرْفٌ | دَفْعٌ | تَحْرِيرٌ | طَرْدٌ | رَمْيٌ | تَنْحِيَةٌ | إِبْعادٌ | تَخْلِيَةٌ,NULL,إقصاء وإبعاد شيء ما عن أمر معين كان مرتبطاً فيه,قام الاحتلال _ الأسرى بسبب هدنةٍ حدثت بين الطرفين,43
46502,اِطِّلَاعٌ | بَصَرٌ | يَقِينٌ | خِبْرَةٌ | عِلْمٌ | ثَقَافَةٌ | مَعْرِفةٌ | فَهْمٌ | إِدْرَاكٌ | فِقْهٌ | دِرَايَةٌ,NULL,وصف لحالة من الإحاطة بشيء ما عقلياً وامتلاك المعرفة حوله,يجب على من يعيش في هذا العالم أن يكون على _ بما يحدث فيه,43
46503,تَعْجِيلٌ | تَسْرِيعٌ | تَسَارُعٌ | إِسْرَاعٌ | اِسْْتِعْجَالٌ | سُرْعَةٌ | عَجَلَةٌ | خِفَّةٌ | تَسَرُّعٌ,NULL,وصف لحالة يتم فيها إنجاز أكبر قدر من النشاطات أو زيادتها في أصغر وحدة زمنية ممكنة,ذَهَبَ إلى بيته بِ_ ليستقبل الضيوف,43
46504,مُتَعَاكِسٌ | مُنَاقِضٌ | مُخَالِفٌ | مُغَايِرٌ | مُخْتَلَفٌ | مُعَاكِسٌ | مُضَادٌّ | نَقِيضٌ | مُخْتَلِفٌ | ضِدٌّ | عَكْسٌ | مُقَابِلٌ,NULL,"مصطلح منطقي قديم يدل على تقابل صفتين مختلفتين كل الاختلاف تتعاقبان على موضوع واحد ولا تجتمعان كالسواد والبياض ويكون بين المعاني الكلية والقضايا. والضدان لا يختلفان وقد يرتفعان في حين أن النقيضين لا يجتمعان ولا يرتفعان""",كان رأيه دائماً _ ما اقول فلم نجتمع يوماً على رأي واحد,43
46505,مُتَعَظِّمٌ | تَيَّاهٌ | نَفَّاجٌ | مُتَبَجِّحٌ | مُتَجَبِّرٌ | مُخْتَالٌ | مُتَبَاهٍ | مَزْهُوٌّ | مُتَعَاظِمٌ | مُتَعَجْرِفٌ | مُتَرَفِّعٌ | مُتَغَطْرِسٌ | مُفْتَخِر ٌ | مُفَاخِرٌ | مُسْتَكْبِرٌ | غِطْرِسٌ | غِطْرِيسٌ | مُنْتَفِخٌ | مُنْتَفِخَةٌ | مُتَكَبِّرٌ | مَغْرُورٌ,NULL,صفة من يرى رفعة وأفضلية لنفسه على من سواه من الناس فيظهر في قوله وفعله بصورة غير مستحبة أو مقبولة دينيا ومجتمعيا,طوال تلك السنين يأتى على هذه الدولة حاكمٌ _ لا نجني منه سوى الويلات,43
46506,هَرْوَلَ | رَكَضَ | رَكَضَ من | أَسْرَعَ | أَسْرَعَ إلى | أَسْرَعَ ب | أَسْرَعَ في | أَسْرَعَ ل | اِنْدَفَعَ | اِنْدَفَعَ إلى | اِنْدَفَعَ على | اِنْدَفَعَ في | بَادَرَ | بَادَرَ إلى | بَادَرَ ب | بَادَرَ ل | هَرَعَ إلى | عَجَّلَ | عَدَا3 على | جَرَى2 | جَرَى إلى | جَرَى ل | جَرَى1 | اِنْطَلَقَ | اِنْطَلَقَ فِي | اِنْطَلَقَ لِ | سَارَ1 | سَارَ1 إِلَى | سَارَ1 عَلَى | سَارَ1 فِي | خَفَّ1 | خَفَّ إلى | خَفَّ على | خَفَّ عن | خَفَّ في | خَفَّ ل,NULL,زاد عدد خطواتهم في وقت قصير وبشكل متتابع,عندما جاءه الخبر _ للوصول الى الحافلة قبل فوات الأوان,43
46507,تَرَحَّمَ على | رَحِمَ | رَأَفَ ب | أَشْفَقَ على | أَشْفَقَ من | حَنَّ | حَنَّ إلى | حَنَّ ل | تَحَنَّن إلى | تَحَنَّن على | حَنَا | حَنَا عَلَى | عَطَفَ | عَطَفَ إلى | عَطَفَ على | تَعَطَّفَ | تَعَطَّفَ ب | تعطَّفَ على | رَفِيقٌ | تِرْبٌ,NULL,أظهر مجموعة من الأحاسيس والأفعال النابعة عن شعور أخلاقي قوي أحسن التصرف والقول تجاه شخص ما,كان كلما مرّ عليه _ على/ب حاله فأعطاه من ماله,43
46508,تَسَلُّطٌ | إِضْرَارٌ | تَعَسُّفٌ | حَيْفٌ | إِجْحَافٌ | عَسْفٌ | غَشْمٌ | غَصْبٌ | قَهْرٌ | اِسْتِبْدَادٌ | اِضْطِهَادٌ | ظُلْمٌ | طُغْيَانٌ | تَعْذِيبٌ | تَحَكُّمٌ | تَعَدٍّ | أَذَىً | إِسَاءَةٌ | شَطَطٌ | بَغْيٌ | تَفَرُّدٌ | ضَيْمٌ | عُدْوَانٌ,NULL,ظلم وتباعد عن الحق,إنّ قرار المدير بإبعاد خمسة موظفين هو _ بحقِّهم,43
46509,اِرْتَحَلَ | اِرْتَحَلَ إلى | اِرْتَحَلَ عن | اِنْتَزَحَ | تَغَرَّبَ | ظَعَنَ | ظَعَنَ ب | غَادَرَ | اِغْتَرَبَ | سَافَرَ | سَافَرَ إِلَى | أَبْحَرَ | أَبْحَرَ إلى | نَزَحَ | نَزَحَ إلى | نَزَحَ عن | هَاجَرَ | هَاجَرَ عن | هَاجَرَ من | هَجَرَ | هَجَرَ في | غَرَّبَ | تَحَمَّلَ | تَنَقَّلَ | تَنَقَّلَ من | اِنْتَقَلَ | اِنْتَقَلَ إلى | اِنْتَقَلَ في | بَعُدَ | بَعُدَ ب | بَعُدَ عن | بَعُدَ من | رَحَلَ1 | رَحَلَ1 عن,NULL,تحرك مِنْ مَكانٍ إلى آخَرَ تاركاً موطنه الأصلي,_ الأب إلى دولةٍ أخرى ليعمل لتحسين ظروفه المعيشيّة,43
