conceptId,arabicSynset,englishSynset,gloss,example,dataSourceId
46427,إِحْرَازٌ | حِيَازَةٌ | تَمَلَّكَ | تَمَلَّكَ على | اِقْتَنى | اِمْتَلَكَ | حُصُولٌ | اِمْتِلاَكٌ | اِقْتِناءٌ | جَنْيٌ | رَبِحَ | رَبِحَ في | كَسْبٌ | كَسَبَ | كَسَبَ ل | جَنَى2 | مَلَكَ1 | حازَ | حازَ على | تَمَلُّكٌ | اِكْتِسابٌ | تَحْقِيقٌ | اِسْتِحْوَاذٌ | اِكْتَسَبَ | اِكْتَسَبَ ل | نَيْلٌ,NULL,واقعة تدل على حيازة الشيء عن طريق وضع اليد على شيء معين وضعا ماديا مقرونا بنية التملك,من حق كل عامل_ ثمار ما يقوم به,43
46428,مُوثَقٌ | يَمِينٌ2 | مِيثَاقٌ | مَوْثِقٌ | قَسَمٌ | حِلْفٌ | حَلْفٌ | حَلِفٌ,NULL,يمينٌ يحْلِفُها الإنسانُ بالله تعالى وبغيره التي تستوثق بها ممّن عاهدك أو تثبت وتدلل بها على صحة قول أو فعل,يستلزم إصدار هوية وطنية جديدة تقديم ال_ امام المحكمة,43
46429,اِكْتِسَاحٌ | غَزْوَةٌ | إِغَارَةٌ | كَرٌّ | كَرَّةٌ | اِعْتِداءٌ | اِقْتِحامٌ | اِجْتِيَاحٌ | غَارَةٌ | هُجُومٌ | اِنْدِفَاعٌ | غَزْوٌ | حَمْلٌ | حَمْلَةٌ | تَهَجُّمٌ,NULL,الاعتداء بالجيش والعتاد على مكان بأناسه دون رحمة,اعتقلت قوّات الاحتلال عدداً من الشبّان الفلسطينيين خلال ال_,43
46430,مُحْتَرِقٌ | مُتَوَهِّجٌ | مُسْتَعِرٌ | وَهَّاجٌ | مُتَوَقِّدٌ | مُتَّقِدٌ | لَافِحٌ | مُحْتَدِمٌ | مُتَأَجِّجٌ | سَاطِعٌ | مُضْطَرِمٌ | مُشْتَعِلٌ | سُخْنٌ | سَاخِنٌ | قَائِظٌ | مُلْتَهِبٌ | حَمِيمٌ | صَائِفٌ | حَارٌّ | سَخِينٌ | مُسَعِّرٌ | مُسَعِّرَةٌ,NULL,ارتفاع درجة حرارة الشيء,كان نبعُ الماء _,43
46431,اِتِّضَاعٌ | اِنْحِطَاطٌ | مَذَلَّةٌ | إِذْعَانٌ | تَذَلُّلٌ | احْتِقَارٌ | مَهَانَةٌ 1 | هَوَانٌ | خَساسةٌ | خُنُوعٌ | اِنْقِيادٌ | ذِلَّةٌ | ذُلٌّ | مَذَمَّةٌ | ضَرَاعَةٌ | صَغَارٌ | لُؤْمٌ | اِمْتِثَالٌ | ضَعْفٌ | ضُعْفٌ | نَقْصٌ | حَقَارَةٌ | حِطَّةٌ | وَغَادَةٌ | وَضَاعَةٌ | ضَعَةٌ | ضِعَةٌ | مَهَانَةٌ 2 | رُضُوخٌ | رَذَالَةٌ | نَقِيصَةٌ | نَذالةٌ | دَنَاءَةٌ | خُضُوعٌ | خِسَّةٌ | خِزْيٌ | سَفَالَةٌ | فَضِيحَةٌ | ضَيْمٌ,NULL,حقارة الشخص وتفاهته وتدنِّي أخلاقه,أكرهُ التعامل مع من يتّصف بال_,43
46432,كِمَادَةٌ | قِمَاطٌ | طَوْقٌ | ضِمَادَةٌ | ضِمَادٌ | لِفَافَةٌ | مِلْفَافٌ | رِباطٌ1 | وُشَاحٌ | وِشَاحٌ | عُصْبَةٌ | عِصَابَةٌ | رِفَادَةٌ | شَرِيطٌ | خِرْقَةٌ | شَاشٌ,NULL,قماشه تُلَفّ حول شيء معيّن بسبب جُرحٍ أو غيره,رَبَطَ المُمرِّض _ حول جُرح المُصاب,43
46433,طَرْزٌ | مُحَيَّاً | سَمْتٌ | سِيمَاءٌ | مَرْأَىً | مَظْهَرٌ | زِيٌّ | طِرَازٌ | طَلْعَةٌ | طِينَةٌ | هَيْئَةٌ | بِنْيَةٌ | مَلَامِحُ | رَسْمٌ | صُورَةٌ | شَكْلٌ1 | أَيْقُونَةٌ | خِلْقَةٌ | وَجْهٌ | حَالٌ,NULL,الشكل الخارجي الذي خُلِقَ عليه الإنسان,أعجبني ال_ الذي صُمِّمَ فيه البيت,43
46434,مُلَاحِظٌ | مُنَاظِرٌ | مُشْرِفٌ | مُرَاقِبٌ | راصِدٌ | وَاقٍ | صَائِنٌ | أَمِينٌ1 | أَمِينَةٌ | حَافِظٌ | وَصِيٌّ | رَقِيبٌ | نَقِيبٌ | ناظِرٌ3 | نَاطُورٌ | خَفِيرٌ | قَيِّمٌ | حَارِسٌ,NULL,دور يمارسه شخص تقوم مهامه على متابعة شيء ما حفاظاً عليه,كانَ _ العمارة يلبِّي حاجيات السكّان بالإضافة إلى عمله,43
46435,رَازَ | فَتَّشَ | فَتَّشَ على | فَتَّشَ عن | فَتَّشَ في | فَلَى | سَبَرَ | اِخْتَبَرَ | دَرَى | دَرَى ب | اِبْتَلَى | نَبَشَ | نَبَشَ عن | نَقَّبَ | نَقَّبَ عن | نَقَّبَ في | قَاسَى | قَاسَى من | اِسْتَقْصَى | اِسْتَقْصَى عن | اِسْتَقْصَى في | تَقَصَّى | تَقَصَّى عن | تَقَصَّى في | قَاسَ2 | قَاسَ1 | اِمْتَحَنَ | خَبَرَ | تَحَرَّى | تَحَرَّى عن | تَحَرَّى في | مَنَا | عَايَرَ | فَحَصَ | فَحَصَ عن | عَلِمَ | عَلِمَ ب | عَرَفَ | عَرَفَ ب | طَلَبَ | مارَسَ | جَرَّبَ | بَلَا | خَبِرَ,NULL,اتبع أساليب مختلفة استقصاء عن المعرفة والحقائق,_ الباحث فعالية مركباته الكيميائية كمضاد حيوي ضد البكتيريا,43
46436,تَوَقٍّ | التَّوَقِّي | تَفَادٍ | اِتِّقَاءٌ | تَلَافٍ | حَيْطَةٌ | حِيطَةٌ | تَحَرُّزٌ | حِذْرٌ | وِقَايَةٌ | خَوْفٌ | مَخَافَةٌ | حَذَرٌ | اِحْتِرَاسٌ | اِحْتِيَاطٌ | وَجَلٌ | رَوْعٌ | خَشْيَةٌ | مُحَاذَرَةٌ | يَقَظَةٌ | اِحْتِرَازٌ | خِشْيَةٌ,NULL,اتخاذ الإجراءات والأمور التي تبقي الشخص على تأهب وتيقظ لتفادي الوقوع في ما لا يُراد,عليك ال_ من السيول الجارفة عندما تمر من جانب الوادي في الشتاء,43
46437,شَمِيلَةٌ | مَكْرَمَةٌ | مَكْرُمَةٌ | حَسَنَةٌ | مَحْمَدَةٌ | مَزِيَّةٌ | مَنْقَبَةٌ | نَافِلَةٌ | شِيمَةٌ | خَصْلَةٌ | فَضِيلَةٌ | مَفْخَرةٌ,NULL,خصلة,إنها ل_ منك أن ترعى الأيتام من مالك الخاص,43
46438,رَنَّ | طَرَقَ | طَرَقَ ب | طَرَقَ على | طَرَقَ في | طَرَّقَ | طَقْطَقَ | صَكَّ | فَرْقَعَ | خَبَطَ | خَبَطَ على | خَبَطَ في | خَبَّطَ | خَبَّطَ على | دَقَّ1 | دَقَّ1 على | نَقَرَ | نَقَرَ على | نَقَرَ عن | نَقَرَ في | قَرَعَ | قَرَعَ على | صَوَّتَ | صَوَّتَ ب | صَوَّتَ على | صَوَّتَ في | صَوَّتَ ل | طَنَّ | طَنَّ في,NULL,عملية صك متكرر على شيء ما بقوة بحيث يصدر صوتا مسموعا أو,_ الجنود جرس باب البيت بشدة عندما داهموا المنزل لتفتيشه,43
46439,أَنْهَكَ | عَاسَرَ | زَاحَمَ | أَزْعَجَ | ضَايَقَ | ضَيَّقَ | ضَيَّقَ على | غَالَظَ | خاشَنَ | شَارَسَ | أَرْهَقَ | حَاصَرَ | عَسَّرَ | عَسَّرَ على | عَنُفَ ب | عَنُفَ على | كَدَّرَ | ضَغَطَ | ضَغَطَ على | شَدَّدَ | شَدَّدَ على,NULL,سبب المشاكل والازعاج للغير,_ علي جيرانه حتى كرهوه ونفروا من صحبته,43
46440,ضَمُرَ | لَطُفَ | دَقَّ1 | دَقَّ1 على | شَفَّ2 | نَحُفَ | نَحَلَ2 | نَحُلَ | نَحِلَ | رَفُعَ | رَقَّ2 | عَجِفَ,NULL,نقص في عرض أو سمك شيء مادي,_ وجه أبو جمال بعد مرضه,43
46441,طَايَبَ | ضَاحَكَ | غَازَلَ | فَاكَهَ | دَاعَبَ | بَاسَطَ | هَازَلَ | مازَحَ | عَابَثَ,NULL,أدخل الفرح الى نفس الآخرين بقول أو فعل,_ فراس أطفاله قبل خروجه للعمل,43
46442,قَتَامٌ | سَدَفٌ | غَطَشٌ | دُهْمَةٌ | سَمَرٌ | سَوَادٌ | غَسَقٌ | غَيْهَبٌ | غَبَشٌ | ظُلْمَةٌ | ظَلْمَاءُ | ظَلَّامٌ | صَرِيمٌ | لَيْلٌ | عَتَمَةٌ | دُجْنَةٌ | دُجُنَّةٌ | دَيْجُورٌ | دُجَىً | سُدْفَةٌ,NULL,انقطاع النور و تعتيم المكان بحيث لا يكاد يرى شيء في فضاء الرؤية,تسبب انقطاع الكهرباء بتحويل المدينة إلى _ لمدة ثلاث ساعات,43
46443,تَرَاوُحٌ | قَفْقَفَةٌ | قَرْقَفَةٌ | رِعْشَة | رَعْشَة | اِنْتِفَاضٌ | اِرْتِعاشٌ | اِرْتِعَادٌ | قُشَعْرِيرَةٌ | هَزَّةٌ | اِنْتِفَاضَةٌ | ذَبْذَبَةٌ | اِخْتِلاَجٌ | تَرَنُّحٌ | رِعْدَةٌ | رَعْدَةٌ | اِرْتِجَافٌ | تَشَنُّجٌ | رَجْفَةٌ,NULL,تحرك لا إرادي في أعضاء وخلايا الجسم بسبب خوفٍ أو رهبةٍ أو اضطراب أو مرض وغيرهم,أخذَتْهُ _ من شِدّةِ البَرْد,43
46444,دُهْمَةٌ | سَوَادٌ | فُحُومَةٌ | دُجْنَةٌ | دُجُنَّةٌ | دُعْجَةٌ,NULL,حصول زياد في شدة اللون لموجود ما بحيث يصبح قاتماً كالليل,لقد أزعجت أحمد _ الحائط فقام بتنظيفه,43
46445,هُزَالٌ | ضَآلَةٌ | ضَلَالَةٌ | ضُمْرٌ | ضُمُورٌ | ضَوَىً | ضَعْفٌ | ضُعْفٌ | عَجَفٌ | رَشَاقَةٌ | نُحولٌ | نَحَافَةٌ | شُفُوفٌ,NULL,مصدر لفعل قلة عرض الشيء و سمكه,أصيب أحد المواطنين بجرثومة غريبة تسببت _ جسمه,43
46446,شَبَهٌ | مُتَشَاكِلٌ | مُكَافِئٌ | مُكَافِئَةٌ | مُسَاوٍ | مُشابِه | مُنَاظِرٌ | مُتَمَاثِلٌ | مُتَمَاثِلةٌ | سِنٌّ | كُفْءٌ | ضِرْعٌ | صِنْوٌ | كُفُؤٌ | قَرِينٌ | عَدِيلٌ | تِرْبٌ | شَبِيهٌ | ضَرْبٌ | ضِعْفٌ | قِرْنٌ | عِبْءٌ | مَثِيلٌ2 | غِرَارٌ | شَقِيقٌ | مُرَادِفٌ | شَكْلٌ1 | نَحْوٌ | ضِدٌّ | مِثالٌ | سَواءٌ1 | شِبْهٌ | مِثْلٌ | سِيٌّ | نَظِيرٌ2 | نَدِيدٌ | نِدٌّ | مُعَادِلٌ | مُمَاثِلٌ,NULL,وجود علاقة مشتركة بين شيئين وقد يكون مساويه,رأيتُ بيتاً لا _ له,43
46447,اِنْزَوَى | اِنْزَوَى إلى | تَفَرَّدَ | اِنْفَرَدَ بِ | اِخْتَلَى ب | اِنْتَبَذَ | اِنْتَبَذَ عَنْ | تَقَوْقَعَ | اِعْتَزَلَ | اِعْتَزَلَ عن | اِنْعَزَلَ عن | خَلَا إلى | خَلَا ب | خَلَا ل | فَرَدَ ب | فَرَدَ عن | فَرَدَ في | تَنَحَّى | تَنَحَّى عن | تَوَحَّدَ | تَوَحَّدَ ب,NULL,اختار الوحدة والبقاء دون رفيق أو شخص يشاركه المكان فلا موجود إنسان غيره في تلك الرقعة من الأرض,_ المتعبد في حجرته لمدة شهرٍ انقطع فيها عن متاع الدنيا وأهلها,43
46448,سُوَيْدَاءُ | عَاطِفَةٌ | جَنَانٌ | جَوْفٌ | فُؤَادٌ | قَلْبٌ | حَياةٌ | خاطِرٌ | نَفْسٌ | وِجْدَانٌ | مُهْجَةٌ | نِيَاطٌ | رُوحٌ | كَبِدٌ3,NULL,وصف للشعور والهاجس النفسي الذي يدور داخل الشخص,لدى الأمّ _ كبيرة تجاه أبنائِها,43
46449,قَاصَصَ | ثَأَرَ | ثَأَرَ ب | ثَأَرَ ل | ثَأَرَ من | جَازَى | اِنْتَصَفَ | اِنْتَصَفَ من | اِنْتَقَمَ من | اِقْتَصَّ | اِقْتَصَّ من | عاقَبَ,NULL,صنع به صنيعا ً مقابلاً أو رداً على صنيع قام به مسبقاً. فيعاقبه ويحذر به غيره إذا رآه.,بعد قيامهم بهدم منزله _ بحرق دبابتين في منتصف الليل,43
46450,اِرْتِيَاحٌ | مُوَافَقَةٌ | قَنَاعَةٌ | مُطاوَعةٌ | تَصْدِيقٌ | قَبُولٌ | قُبُولٌ | قَضَاءٌ | تَلْبِيَةٌ | اِسْتِجَابَةٌ | إِدْخَالٌ | إِجابةٌ | رِضَىً,NULL,حالة من الميلُ النَّفْسي لقبول الواقع دون سخط إلى الشيء,يجب أن يكون هناك _ للعمل قبل البدء به,43
46451,نَسَقٌ | مَسْلَكٌ | طِرَازٌ | طَرِيقَةٌ | أُسْلُوبٌ | مِنْوَالٌ | مَنْهَجٌ | مِنْهَجٌ | نَمَطٌ,NULL,وصف للضرب من النُظم والطريقة التي تتبع في عمل معين,ما تركت من _ في البحث الا قرأت عنه كي أخرج بأفضل النتائج في رسالتي,43
46452,أُمْنِيَّةٌ | مَرَامٌ | صَرِيمَةٌ | مُبْتَغَىً | عَزِيمَةٌ | مَشِيئةٌ | مَرْمًى | عَمْدٌ | غَرَضٌ | قَصْدٌ | مَقْصِدٌ | مَطْلَبٌ | رَغْبَةٌ | غَايَةٌ | عُرْضَةٌ | نِيَّةٌ | هَدَفٌ | حَاجَةٌ | إِرَادَةٌ,NULL,الفائدة المقصودة من الشيء والهدف منه,يجب على كل إنسان أن يكون له _ يعيش من أجلها,43
46453,اِنْتَمَى | اِنْتَمَى إلى | اِعْتَزَى | ضَوَى إلى | اِنْضَوَى | اِنْخَرَطَ في | اِدَّعَى | اِدَّعَى إلى | اِدَّعَى ب | اِنْتَسَبَ | اِنْتَسَبَ إلى | اِلْتَحَقَ ب | اِنْضَمَّ | اِنْضَمَّ إلى | اِنْضَمَّ على | دَخَلَ | دَخَلَ إلى | دَخَلَ ب | دَخَلَ على | دَخَلَ في,NULL,جعل نفسه جزءاً من شيء ما كجماعة أو حزب وغيرهما,دخل السجن ثلاث مرات فقط لانه كان قد _ إلى احدى الحركات الوطنية في منطقته,43
46454,اِمْتِزاجٌ | اخْتِلَاطٌ | اِنْخِرَاطٌ | اِنْدِمَاجٌ | اِجْتِمَاعٌ | اتِّحَادٌ,NULL,عملية تصبيح فيها الأجزاء المتفرقة جزءا واحد,في كل تجربة كان ينتج مركب جديد ناتج عن _ مركبين آخرين,43
46455,إِرْجَاعٌ | تَكْرِيرٌ | مُرَاجَعَةٌ | تَكْرَارٌ | إِعَادَةٌ | مُعَاوَدَةٌ | تَرْدَادٌ,NULL,عملية ايراد القول أو القيام بالفعل للمرة الثانية أو الثالثة,خصصت الشركة جزءاً من رأس المال من أجل _ دراسة الجودة والتدقيق على المنتجات,43
46456,تَصْحِيحٌ | إِعْدَادٌ | تَحْرِيكٌ | صَوْغٌ | تَشْكِيلٌ | تَحَكُّمٌ | تَعْدِيلٌ | ضَبْطٌ | تَوَافُقٌ | تَنْظِيمٌ | إِصْلاحٌ | تَرْقِيمٌ | تَنْقِيحٌ | تَهْذِيبٌ | تَقْوِيْمٌ,NULL,عملية إدخال تغييرات على شيء معيّن والتأكُّد من خلُّوه من الأخطاء أو العيوب,يجب إجراء _ على أسئلة الامتحان حتى تشمل كل المحتوى,43
46457,مُوَرِّقٌ | مُخَضَّرٌ | خَضِيِرٌ | نَضِيرٌ | غَضٌّ | أَخْضَرُ1 | خُضْرَةٌ,NULL,ما كان له لون أخضر,اكتست الأشجار بلونٍ _ بقدوم شهر الربيع,43
46458,قَطُّ | دَوْمًا | أَبَداً | بَتَّةٌ | دَائِماً,NULL,كلمة ظرفية متعلقة بالزمن تدلّ على الاستمرار ويستعمل مع الإثبات والنفي,لَن أتعامل مع هذا الشخص _ لسوء أخلاقه,43
46459,نَاحَ | نَاحَ عَلَى | أَعْوَلَ | صَاحَ | صَاحَ ب | صَاحَ على | دَمِعَ | اِسْتَدْمَعَ | بَكَى | بَكَى على | بَكَى ل | اِنْتَحَبَ | نَحَبَ | نَدَبَ | نَشَجَ | اِسْتَعْبَرَ | عَبَرَ3 | دَمَعَ | عَبِرَ,NULL,سال ماء عينيه حُزْناً أَوْ أَلَماً مصحوبا بالأنين لشدة الحزن,_ الأبُّ بالبكاء عندما رأى ابنه الشهيد,43
46460,مُرَقَّطٌ | مُرَقَّشٌ | مُبَقَّعٌ | مُنَقَّطٌ | مُبَرْقَشٌ | أَبْرَشٌ | أَرْقَطُ | أَرْقَشُ | أَبْقَعُ,NULL,واقعة وجود مساحة صغيرة جدا من الجلد يختلف لونها عن لون الجلد الأصلي وتنتشر هذه المساحات على الجسم بشكل عشوائي .,رأيت ثعلباً _,43
46461,إِنْشَادٌ | تَغْريدٌ | غِنَاءٌ | طَرَبٌ | صَدْحٌ | تَرْتِيلٌ | نَغْمٌ2 | نَغَمٌ | نَشِيدٌ | شَدْوٌ,NULL,خِفَّةٌ وهِزَّةٌ تثير النَّفْسَ لفرحٍ أَو حُزْنٍ أَو ارتياح وتكون بصوت جميل,كانَ _ـه من أعذب الأصوات التي سمعتها,43
46462,تَرَحَّلَ | تَرَحَّلَ عن | اِرْتَحَلَ | اِرْتَحَلَ إلى | اِرْتَحَلَ عن | طَافَ2 | طَافَ ب2 | طَافَ على2 | طَافَ في2 | طَوَّفَ | طَوَّفَ ب | طَوَّفَ في | جَاسَ | جالَ | جالَ ب | جالَ في | جَوَّلَ | جَوَّلَ في | سَافَرَ | سَافَرَ إِلَى | ساحَ2 | ساحَ في | تَنَقَّلَ | تَنَقَّلَ من | تَجَوَّلَ في | جَابَ1 | جَابَ في,NULL,الانتقال من مكانٍ إلى آخر,_ ابن بطوطة في الكثير من الدول للتعرُّف عليها,43
46463,مَخْرَجٌ | مَجَازَةٌ | مَعْدَىً | قَنْطَرةٌ | جِسْرٌ | مَجَازٌ | مَنْفَذٌ | مِعْبَرٌ | مَعْبَرٌ | عَبَّارَةٌ | مَمَرٌّ,NULL,مصنوع تم بناءه ليستخدم للانتقال من موقع لآخر كحلقة وصل,كان ال_ مجهّز لمرور الناس منه,43
46464,زَرَقَ2 | زَرَقَ مِنْ | طَوَى1 | جازَ | جازَ ب | اِجْتازَ | جَاوَزَ | جَاوَزَ عن | سَلَكَ | سَلَكَ ب | سَلَكَ في | اِخْتَرَقَ | تَخَطَّى | تَجاوَزَ | تَجاوَزَ على | تَجاوَزَ عن | تَجاوَزَ في | مَرَّ1 | مَرَّ1 ب | مَرَّ1 على | مَرَّ1 في | قَطَعَ | قَطَعَ ب,NULL,انتهى من شي للذي يليه,_ البحّار ضفة النهر الى الضفّة الأخرى,43
46465,غَيْضٌ | طَفيفٌ | ضَئيلٌ | شَحيحٌ | تافِهٌ | يَسيرٌ | عَزِيزٌ | زَهِيدٌ | نادِرٌ | قَليلٌ | صَغيرٌ | خَفِيفٌ | نَزْرٌ | نَذيرٌ | نُتْفةٌ | بَخْسٌ,NULL,كان قليلاً وغير جدير بالذِّكر,اِشْتَرَى مِعْطَفاً بِثَمَنٍ _,43
46466,لاحِبٌ | سَاطِعٌ | نَاصِعٌ | عَلَنِيٌّ | مُتَمَيِّزٌ | مُتَمَيِّزَةٌ | صَحِيحٌ2 | سَافِرٌ | مَعْلومٌ | ظَاهِرٌ | بَيِّنٌ | مَفْهُومٌ | وَاضِحٌ | مَلْحُوظٌ | مُدْرَكٌ | حَقِيقِيٌّ | جَلِيٌّ | مُبِينٌ | أَبْلَجُ | بادٍ | وَضّاحٌ | صَرِيحٌ,NULL,كان ظاهراً على حقيقته بدون تغيير,بَدا الأمر _اً للجميع,43
46467,تَعْييرٌ | تَشْنِيعٌ | اِغْتِيَابٌ | تَشْهِيرٌ | تَنَقُّصٌ | غَيْبَةٌ | قَدْحٌ | هَمْزٌ | زَرِيٌّ | لَمْزٌ | عَيْبٌ | طَعْنٌ | وِشَايَةٌ | شَنْعٌ | شَتْمٌ | سِعَايَةٌ | سَبٌّ | تَنْدِيِدٌ,NULL,التبليغ الكاذب الذي يكون المراد منه إلحاق ضرر بالمبلغ ضده، وذلك بنقل أخبار لا أساس لها من الصحة,اشتُهر حسن بكثرة _ـه للآخرين,43
46468,ناوَشَ | نَاوَأَ | ناهَضَ | غَامَرَ | غَامَرَ ب | خَاصَمَ | شَاجَرَ | شَاحَنَ | شاكَسَ | نابَذَ | نَاجَزَ | نازَعَ | نَازَلَ | ناصَبَ | نَاضَلَ عن | نَاضَلَ من | نافَحَ | نافَحَ عن | نَاقَرَ | نَاقَضَ | قارَعَ | مَاحَكَ | تَمَرَّدَ على | مَارَى | عَادَى | تَعارَكَ | عَارَكَ | عَانَدَ | جَاهَدَ | جَاهَدَ في | ناقَشَ | ناقَشَ في | قاتَلَ | قَاوَمَ | صَارَعَ | حارَبَ | بَارَزَ | وَاقَعَ | غَالَبَ | كافَحَ | كافَحَ ب,NULL,نازَلَهُ وخَرَجَ لِقِتَالِهِ ومُبَارَزَتِهِ لإثبات من الأقوى بينهم,_ الفَارِسُ خَصْمَهُ أمَامَ الْمَلإِ,43
46469,أَنَافَ | أَنَافَ عَلَى | نافَ | نافَ على | نَما | تَسَنُّمٌ | تَوَقَّلَ | طَمَا | َطلَعَ | طَلَعَ ب | طَلَعَ على | طَلَعَ في | طَلَعَ من | طَيَّرَ | تَطَايَرَ | صَعِدَ | صَعِدَ إلى | صَعِدَ على | صَعِدَ في | تَصَعَّدَ | تَصَعَّدَ في | صَعَّدَ | صَعَّدَ على | صَعَّدَ في | غَمَرَ | تَسَلَّقَ | تَسَلَّقَ على | سَمَقَ | سَمَكَ1 | سَمَا1 | سَمَا1 إلى | سَمَا1 ب | تَسامَى | تَسامَى عن | تَدَرَّجَ | تَدَرَّجَ إلى | تَدَرَّجَ في | شَمَخَ | شَمَخَ ب | شالَ1 | رَقِيَ | رَقِيَ إلى | رَقِيَ في | اِرْتَقى | اِرْتَقى إلى | اِرْتَقى على | اِرْتَقى في | اِمْتَطَى | عَلا2 | عَلا في | اِعْتَلَى | حَلَّقَ | حَلَّقَ ب | عَادَ | تَقَدَّمَ | تَقَدَّمَ إلى | تَقَدَّمَ ب | تَقَدَّمَ على | تَقَدَّمَ في | تَقَدَّمَ ل | رَفَّعَ | طالَ2 | عَلَّى | اِرْتَفَعَ | اِرْتَفَعَ إلى | اِرْتَفَعَ ب,NULL,ارتفاع الشيء وعُلُوِّه,_ الطائرُ في السماء عندما فُتِحَ له باب القفص,43
46470,اِعْتَفَى | اِسْتَجْدَى | اِسْتَغاثَ | اِسْتَغاثَ ب | تَسَوَّلَ | شَحَذَ2 | شَحَذَ من | اِسْتَنْجَدَ | اِسْتَنْجَدَ ب | اِسْتَنْصَرَ | اِسْتَنْصَرَ ب | اِسْتَرْفَدَ | اِسْتَوْهَبَ | اِسْتَمْنَحَ | اِسْتَعْطَى | اِسْتَعَانَ | اِسْتَعَانَ ب,NULL,طلب العون و المال والرحمة من شخص ما عند وقوع مصيبة أو طارئ,_ الشعب الصومالي منظمات الأمم المتحدة لتحل لهم مشكلة المجاعات,43
46471,تَضارَبَ | تَخاصَمَ | تَخاصَمَ على | تَشَاجَرَ | تَشَاجَرَ ب | تَشَاحَنَ | تَناجَزَ | تَناحَرَ على | تَناحَرَفي | تَنازَعَ | تَنازَعَ على | تَنازَعَ في | تَقاتَلَ | تَحَارَبَ | تَعَادَى | تَعارَكَ,NULL,مارس بعضهم على بعض العنف لخلاف ما,_ الأخوين بسبب قطعة الأرض التي تركها والدهما لهما بعد وفاته,43
46472,وَفَاءٌ | تَفَانٍ | وَلَاءٌ | بِرٌّ | طَاعَةٌ | صَرَاحَةٌ | صِدْقٌ | أَمَانَةٌ | صِحَّةٌ | حَقِيقَةٌ | نَزَاهَةٌ | إِخْلَاصٌ | اِسْتِقَامَةٌ,NULL,الوضوح والمحافظة على العهد وإظهار الأشياء على حقيقتها دون تزييف,يتميّز عليّ بِال_ وحبّ العمل,43
46473,أَفْتَى | سَنَّ | شَرَعَ1 | شَرَعَ في | حَتَمَ | حَتَمَ ب | اِسْتَأْهَلَ | أوْجَبَ | فَرَضَ1 | أَلْزَمَ | قَرَّرَ | طَلَبَ | قَضَى | قَضَى إلى | قَضَى على | حَكَمَ | حَكَمَ ب | حَكَمَ على | حَكَمَ ل | أَمَرَ | وَجَبَ1 | وَجَبَ1 على | تَطَلَّبَ | اِقْتَضَى | اِسْتَدْعَى | اِسْتَوْجَبَ | اِسْتَلْزَمَ | اِسْتَجْوَبَ,NULL,إصدار أمرٍ ما وطَلَبِ تنفيذه,_تْ البلديّةُ قراراً بضرورة الإسراع في دفع الضريبة,43
46474,تَغَافُلٌ | تَوَاكُلٌ | تَكاسُلٌ | تَمَهُّلٌ | تَثَاقُلٌ | تَرَوٍّ | تَفْرِيطٌ | إِبْطَاءٌ | تَلَكُّؤٌ | تَقْصِيرٌ | تَهَاوُنٌ | تَرَاخٍ | التَّرَاخِي | تَبَاطُؤٌ | اِسْتِهْتَارٌ | بُطْءٌ | فُتُورٌ | كَسِلٌ | كَسَلٌ | رَوِيَّةٌ | تَرَيُّثٌ | قُعُودٌ | تَقاعُدٌ | إِهْمَالٌ | إِغْفَالٌ | تَقَاصُرٌ | رَيْثٌ | تُؤَدَةٌ | تَأَخُّرٌ | خُمُولٌ | تَمَهَّلَ في | تَقَاعُسٌ | تَأَنٍّ | تَخَلُّفٌ,NULL,التأخُّر عن القيام بأمرٍ ما تعمُّداً وكسلاً,من قِلّة المروءة ال_ عن القيام بالأعمال,43
46475,مُتَيَسِّرٌ | مُقْتَتَلٌ | مُرَفَّهٌ | مُتْرَفٌ | سِرِّيٌّ | مُوسِرٌ | مُنَعَّمٌ | ثَرِيٌّ1 | مَلِيءٌ | قَادِرٌ,NULL,حالة الشخص كثيرُالمال والخيرات,كان أبو زيدٍ رجلٌ ثريّ ويملك الكثير من العقارات,43
46476,نَحِيزَةٌ | عَفْوِيَّةٌ | عَرِيكَةٌ | سَلِيقَةٌ | مَاهِيَّةٌ | غَرِيزَةٌ | شَمِيلَةٌ | كُنْهٌ | طِينَةٌ | جِبْلَةٌ | جِبِلَّةٌ1 | عَادَةٌ | تِلْقَائِيَّةٌ | طَبِيعَةٌ | طَابِعٌ2 | كِيَانٌ | بِنْيَةٌ | سِمَةٌ | جَوْهَرٌ1 | طَبْعٌ | خُلُقٌ | مِزَاجٌ | شِيمَةٌ | مَشْرَبٌ | دَيْدَنٌ | خَلَّةٌ | خَلِيقَةٌ | خِلْقَةٌ | خَصْلَةٌ | سَجِيَّةٌ | فِطْرَةٌ,NULL,الشيء الذي أُسِّسَ عَلَيْهِ البَدَنُ مِنَ الطَّبائِعِ وَالأحْوالِ,من _ العرب الكرم والجود,43
